sourceTaxonName	sourceTaxonNameCommon	interactionTypeId	interactionTypeName	targetTaxonName	referenceCitation	referenceUrl
Tremex fuscicornis	Tremex woodwasp	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Oak	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Bursaphelenchus cocophilus	Red ring nematode	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Palm	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Candidatus Phytoplasma palmae 16Sr-IV 	Palm lethal yellowing phytoplasma	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Palm	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Cocadviroid coconut cadang-cadang viroid	Coconut cadang cadang viroid - CCCVd	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Palm	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Darna pallivitta 	Nettle caterpillar	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Palm	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Haplaxius crudus	American palm cixiid	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Palm	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Metamasius hemipterus	West Indian cane weevil	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Palm	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Oryctes rhinoceros 	Coconut rhinoceros beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Palm	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Paysandisia archon 	No common name, a palm borer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Palm	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Raoiella indica 	Red palm mite	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Palm	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Rhabdoscelus obscurus 	New Guinea sugarcane weevil	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Palm	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Rhynchophorus ferrugineus	Red palm weevil	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Palm	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Rhynchophorus palmarum 	South American palm weevil	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Palm	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Candidatus Phytoplasma pini 16SrXXI-A	Pine witches’ broom phytoplasma	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pine	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Cronartium flaccidum	Scots pine blister rust	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pine	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Dendroctonus micans	Great spruce bark beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pine	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Dendrolimus pini	Pine-tree lappet	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pine	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Dendrolimus punctatus	Masson pine moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pine	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Dendrolimus sibiricus	Siberian silk moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pine	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Diprion pini	Pine sawfly	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pine	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Hylobius abietis	Large pine weevil	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pine	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Lymantria mathura	Rosy moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pine	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Monochamus saltuarius	Japanese pine sawyer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pine	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Monochamus sutor	Small white-marmorated longhorned beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pine	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Panolis flammea	Pine beauty moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pine	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Pseudocercospora pini-densiflorae	Needle blight of pine	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pine	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Tomicus destruens	Pine shoot beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Pine	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Autographa gamma	Silver Y moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Small grain	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Cernuella virgata	Maritime garden snail	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Small grain	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Cochlicella spp. 	No common name, cochlicellid snails	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Small grain	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Diabrotica speciosa	Cucurbit beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Small grain	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Small grain	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Heterodera filipjevi	Cereal cyst nematode	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Small grain	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Heterodera latipons	Mediterranean cereal cyst nematode	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Small grain	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Meloidogyne artiellia	British root-knot nematode	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Small grain	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Nysius huttoni	Wheat bug	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Small grain	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Peronosclerospora philippinensis	Philippine downy mildew	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Small grain	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera littoralis	Egyptian cottonworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Small grain	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Autographa gamma	Silver Y moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Solanaceous	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Candidatus Phytoplasma australiense 16SrXII-B	Australian grapevine yellows	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Solanaceous	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Chrysodeixis chalcites	Golden twin spot moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Solanaceous	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Globodera pallida	Pale cyst nematode	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Solanaceous	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Globodera rostochiensis	Golden nematode	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Solanaceous	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Solanaceous	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Meloidogyne fallax	False columbia root-knot nematode 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Solanaceous	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Meloidogyne minor	Root-knot nematode 	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Solanaceous	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Neoleucinodes elegantalis	Tomato fruit borer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Solanaceous	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Ralstonia solanacearum race 3 biovar 2 	Bacterial wilt	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Solanaceous	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera littoralis	Egyptian cottonworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Solanaceous	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Spodoptera litura	Cotton cutworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Solanaceous	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Synchytrium endobioticum 	Potato wart	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Solanaceous	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Tecia solanivora	Guatemalan potato tuber moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Solanaceous	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Thaumatotibia leucotreta	False codling moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Solanaceous	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Tuta absoluta	Tomato leafminer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Solanaceous	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Alectra vogelii	Yellow witchweed	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Soybean	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Autographa gamma	Silver Y moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Soybean	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Cernuella virgata	Maritime garden snail	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Soybean	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Chrysodeixis chalcites	Golden twin spot moth	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Soybean	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Crocidosema aporema	Bud borer	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Soybean	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Diabrotica speciosa	Cucurbit beetle	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Soybean	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Eutetranychus orientalis	Citrus brown mite	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Soybean	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
Helicoverpa armigera	Old world bollworm	http://purl.obolibrary.org/obo/RO_0002556	pathogenOf	Soybean	Priority Pest List 2016 as approved by the National Cooperative Agricultural Pest Survey (CAPS) of the United States	http://caps.ceris.purdue.edu/pest-lists
